Time_Index,KR_hydro_res
145,0.020068
146,0.020068
147,0.020068
148,0.020068
149,0.020068
150,0.020068
151,0.020068
152,0.020068
153,0.020068
154,0.020068
155,0.020068
156,0.020068
157,0.020068
158,0.020068
159,0.020068
160,0.020068
161,0.020068
162,0.020068
163,0.020068
164,0.020068
165,0.020068
166,0.020068
167,0.020068
168,0.020068
169,0.015105
170,0.015105
171,0.015105
172,0.015105
173,0.015105
174,0.015105
175,0.015105
176,0.015105
177,0.015105
178,0.015105
179,0.015105
180,0.015105
181,0.015105
182,0.015105
183,0.015105
184,0.015105
185,0.015105
186,0.015105
187,0.015105
188,0.015105
189,0.015105
190,0.015105
191,0.015105
192,0.015105
193,0.009797
194,0.009797
195,0.009797
196,0.009797
197,0.009797
198,0.009797
199,0.009797
200,0.009797
201,0.009797
202,0.009797
203,0.009797
204,0.009797
205,0.009797
206,0.009797
207,0.009797
208,0.009797
209,0.009797
210,0.009797
211,0.009797
212,0.009797
213,0.009797
214,0.009797
215,0.009797
216,0.009797
217,0.013962
218,0.013962
219,0.013962
220,0.013962
221,0.013962
222,0.013962
223,0.013962
224,0.013962
225,0.013962
226,0.013962
227,0.013962
228,0.013962
229,0.013962
230,0.013962
231,0.013962
232,0.013962
233,0.013962
234,0.013962
235,0.013962
236,0.013962
237,0.013962
238,0.013962
239,0.013962
240,0.013962
241,0.009818
242,0.009818
243,0.009818
244,0.009818
245,0.009818
246,0.009818
247,0.009818
248,0.009818
249,0.009818
250,0.009818
251,0.009818
252,0.009818
253,0.009818
254,0.009818
255,0.009818
256,0.009818
257,0.009818
258,0.009818
259,0.009818
260,0.009818
261,0.009818
262,0.009818
263,0.009818
264,0.009818
265,0.00981
266,0.00981
267,0.00981
268,0.00981
269,0.00981
270,0.00981
271,0.00981
272,0.00981
273,0.00981
274,0.00981
275,0.00981
276,0.00981
277,0.00981
278,0.00981
279,0.00981
280,0.00981
281,0.00981
282,0.00981
283,0.00981
284,0.00981
285,0.00981
286,0.00981
287,0.00981
288,0.00981
289,0.012567
290,0.012567
291,0.012567
292,0.012567
293,0.012567
294,0.012567
295,0.012567
296,0.012567
297,0.012567
298,0.012567
299,0.012567
300,0.012567
301,0.012567
302,0.012567
303,0.012567
304,0.012567
305,0.012567
306,0.012567
307,0.012567
308,0.012567
309,0.012567
310,0.012567
311,0.012567
312,0.012567
313,0.005911
314,0.005911
315,0.005911
316,0.005911
317,0.005911
318,0.005911
319,0.005911
320,0.005911
321,0.005911
322,0.005911
323,0.005911
324,0.005911
325,0.005911
326,0.005911
327,0.005911
328,0.005911
329,0.005911
330,0.005911
331,0.005911
332,0.005911
333,0.005911
334,0.005911
335,0.005911
336,0.005911
337,0.006314
338,0.006314
339,0.006314
340,0.006314
341,0.006314
342,0.006314
343,0.006314
344,0.006314
345,0.006314
346,0.006314
347,0.006314
348,0.006314
349,0.006314
350,0.006314
351,0.006314
352,0.006314
353,0.006314
354,0.006314
355,0.006314
356,0.006314
357,0.006314
358,0.006314
359,0.006314
360,0.006314
361,0.009484
362,0.009484
363,0.009484
364,0.009484
365,0.009484
366,0.009484
367,0.009484
368,0.009484
369,0.009484
370,0.009484
371,0.009484
372,0.009484
373,0.009484
374,0.009484
375,0.009484
376,0.009484
377,0.009484
378,0.009484
379,0.009484
380,0.009484
381,0.009484
382,0.009484
383,0.009484
384,0.009484
385,0.008101
386,0.008101
387,0.008101
388,0.008101
389,0.008101
390,0.008101
391,0.008101
392,0.008101
393,0.008101
394,0.008101
395,0.008101
396,0.008101
397,0.008101
398,0.008101
399,0.008101
400,0.008101
401,0.008101
402,0.008101
403,0.008101
404,0.008101
405,0.008101
406,0.008101
407,0.008101
408,0.008101
409,0.012889
410,0.012889
411,0.012889
412,0.012889
413,0.012889
414,0.012889
415,0.012889
416,0.012889
417,0.012889
418,0.012889
419,0.012889
420,0.012889
421,0.012889
422,0.012889
423,0.012889
424,0.012889
425,0.012889
426,0.012889
427,0.012889
428,0.012889
429,0.012889
430,0.012889
431,0.012889
432,0.012889
433,0.008403
434,0.008403
435,0.008403
436,0.008403
437,0.008403
438,0.008403
439,0.008403
440,0.008403
441,0.008403
442,0.008403
443,0.008403
444,0.008403
445,0.008403
446,0.008403
447,0.008403
448,0.008403
449,0.008403
450,0.008403
451,0.008403
452,0.008403
453,0.008403
454,0.008403
455,0.008403
456,0.008403
457,0.007044
458,0.007044
459,0.007044
460,0.007044
461,0.007044
462,0.007044
463,0.007044
464,0.007044
465,0.007044
466,0.007044
467,0.007044
468,0.007044
469,0.007044
470,0.007044
471,0.007044
472,0.007044
473,0.007044
474,0.007044
475,0.007044
476,0.007044
477,0.007044
478,0.007044
479,0.007044
480,0.007044
481,0.019286
482,0.019286
483,0.019286
484,0.019286
485,0.019286
486,0.019286
487,0.019286
488,0.019286
489,0.019286
490,0.019286
491,0.019286
492,0.019286
493,0.019286
494,0.019286
495,0.019286
496,0.019286
497,0.019286
498,0.019286
499,0.019286
500,0.019286
501,0.019286
502,0.019286
503,0.019286
504,0.019286
505,0.01067
506,0.01067
507,0.01067
508,0.01067
509,0.01067
510,0.01067
511,0.01067
512,0.01067
513,0.01067
514,0.01067
515,0.01067
516,0.01067
517,0.01067
518,0.01067
519,0.01067
520,0.01067
521,0.01067
522,0.01067
523,0.01067
524,0.01067
525,0.01067
526,0.01067
527,0.01067
528,0.01067
529,0.011823
530,0.011823
531,0.011823
532,0.011823
533,0.011823
534,0.011823
535,0.011823
536,0.011823
537,0.011823
538,0.011823
539,0.011823
540,0.011823
541,0.011823
542,0.011823
543,0.011823
544,0.011823
545,0.011823
546,0.011823
547,0.011823
548,0.011823
549,0.011823
550,0.011823
551,0.011823
552,0.011823
553,0.007013
554,0.007013
555,0.007013
556,0.007013
557,0.007013
558,0.007013
559,0.007013
560,0.007013
561,0.007013
562,0.007013
563,0.007013
564,0.007013
565,0.007013
566,0.007013
567,0.007013
568,0.007013
569,0.007013
570,0.007013
571,0.007013
572,0.007013
573,0.007013
574,0.007013
575,0.007013
576,0.007013
577,0.009544
578,0.009544
579,0.009544
580,0.009544
581,0.009544
582,0.009544
583,0.009544
584,0.009544
585,0.009544
586,0.009544
587,0.009544
588,0.009544
589,0.009544
590,0.009544
591,0.009544
592,0.009544
593,0.009544
594,0.009544
595,0.009544
596,0.009544
597,0.009544
598,0.009544
599,0.009544
600,0.009544
601,0.012004
602,0.012004
603,0.012004
604,0.012004
605,0.012004
606,0.012004
607,0.012004
608,0.012004
609,0.012004
610,0.012004
611,0.012004
612,0.012004
613,0.012004
614,0.012004
615,0.012004
616,0.012004
617,0.012004
618,0.012004
619,0.012004
620,0.012004
621,0.012004
622,0.012004
623,0.012004
624,0.012004
625,0.007718
626,0.007718
627,0.007718
628,0.007718
629,0.007718
630,0.007718
631,0.007718
632,0.007718
633,0.007718
634,0.007718
635,0.007718
636,0.007718
637,0.007718
638,0.007718
639,0.007718
640,0.007718
641,0.007718
642,0.007718
643,0.007718
644,0.007718
645,0.007718
646,0.007718
647,0.007718
648,0.007718
649,0.01317
650,0.01317
651,0.01317
652,0.01317
653,0.01317
654,0.01317
655,0.01317
656,0.01317
657,0.01317
658,0.01317
659,0.01317
660,0.01317
661,0.01317
662,0.01317
663,0.01317
664,0.01317
665,0.01317
666,0.01317
667,0.01317
668,0.01317
669,0.01317
670,0.01317
671,0.01317
672,0.01317
673,0.009358
674,0.009358
675,0.009358
676,0.009358
677,0.009358
678,0.009358
679,0.009358
680,0.009358
681,0.009358
682,0.009358
683,0.009358
684,0.009358
685,0.009358
686,0.009358
687,0.009358
688,0.009358
689,0.009358
690,0.009358
691,0.009358
692,0.009358
693,0.009358
694,0.009358
695,0.009358
696,0.009358
697,0.010426
698,0.010426
699,0.010426
700,0.010426
701,0.010426
702,0.010426
703,0.010426
704,0.010426
705,0.010426
706,0.010426
707,0.010426
708,0.010426
709,0.010426
710,0.010426
711,0.010426
712,0.010426
713,0.010426
714,0.010426
715,0.010426
716,0.010426
717,0.010426
718,0.010426
719,0.010426
720,0.010426
721,0.009354
722,0.009354
723,0.009354
724,0.009354
725,0.009354
726,0.009354
727,0.009354
728,0.009354
729,0.009354
730,0.009354
731,0.009354
732,0.009354
733,0.009354
734,0.009354
735,0.009354
736,0.009354
737,0.009354
738,0.009354
739,0.009354
740,0.009354
741,0.009354
742,0.009354
743,0.009354
744,0.009354
745,0.022081
746,0.022081
747,0.022081
748,0.022081
749,0.022081
750,0.022081
751,0.022081
752,0.022081
753,0.022081
754,0.022081
755,0.022081
756,0.022081
757,0.022081
758,0.022081
759,0.022081
760,0.022081
761,0.022081
762,0.022081
763,0.022081
764,0.022081
765,0.022081
766,0.022081
767,0.022081
768,0.022081
769,0.011493
770,0.011493
771,0.011493
772,0.011493
773,0.011493
774,0.011493
775,0.011493
776,0.011493
777,0.011493
778,0.011493
779,0.011493
780,0.011493
781,0.011493
782,0.011493
783,0.011493
784,0.011493
785,0.011493
786,0.011493
787,0.011493
788,0.011493
789,0.011493
790,0.011493
791,0.011493
792,0.011493
793,0.007974
794,0.007974
795,0.007974
796,0.007974
797,0.007974
798,0.007974
799,0.007974
800,0.007974
801,0.007974
802,0.007974
803,0.007974
804,0.007974
805,0.007974
806,0.007974
807,0.007974
808,0.007974
809,0.007974
810,0.007974
811,0.007974
812,0.007974
813,0.007974
814,0.007974
815,0.007974
816,0.007974
817,0.015399
818,0.015399
819,0.015399
820,0.015399
821,0.015399
822,0.015399
823,0.015399
824,0.015399
825,0.015399
826,0.015399
827,0.015399
828,0.015399
829,0.015399
830,0.015399
831,0.015399
832,0.015399
833,0.015399
834,0.015399
835,0.015399
836,0.015399
837,0.015399
838,0.015399
839,0.015399
840,0.015399
841,0.007532
842,0.007532
843,0.007532
844,0.007532
845,0.007532
846,0.007532
847,0.007532
848,0.007532
849,0.007532
850,0.007532
851,0.007532
852,0.007532
853,0.007532
854,0.007532
855,0.007532
856,0.007532
857,0.007532
858,0.007532
859,0.007532
860,0.007532
861,0.007532
862,0.007532
863,0.007532
864,0.007532
865,0.012423
866,0.012423
867,0.012423
868,0.012423
869,0.012423
870,0.012423
871,0.012423
872,0.012423
873,0.012423
874,0.012423
875,0.012423
876,0.012423
877,0.012423
878,0.012423
879,0.012423
880,0.012423
881,0.012423
882,0.012423
883,0.012423
884,0.012423
885,0.012423
886,0.012423
887,0.012423
888,0.012423
889,0.005816
890,0.005816
891,0.005816
892,0.005816
893,0.005816
894,0.005816
895,0.005816
896,0.005816
897,0.005816
898,0.005816
899,0.005816
900,0.005816
901,0.005816
902,0.005816
903,0.005816
904,0.005816
905,0.005816
906,0.005816
907,0.005816
908,0.005816
909,0.005816
910,0.005816
911,0.005816
912,0.005816
913,0.007254
914,0.007254
915,0.007254
916,0.007254
917,0.007254
918,0.007254
919,0.007254
920,0.007254
921,0.007254
922,0.007254
923,0.007254
924,0.007254
925,0.007254
926,0.007254
927,0.007254
928,0.007254
929,0.007254
930,0.007254
931,0.007254
932,0.007254
933,0.007254
934,0.007254
935,0.007254
936,0.007254
937,0.012371
938,0.012371
939,0.012371
940,0.012371
941,0.012371
942,0.012371
943,0.012371
944,0.012371
945,0.012371
946,0.012371
947,0.012371
948,0.012371
949,0.012371
950,0.012371
951,0.012371
952,0.012371
953,0.012371
954,0.012371
955,0.012371
956,0.012371
957,0.012371
958,0.012371
959,0.012371
960,0.012371
961,0.014953
962,0.014953
963,0.014953
964,0.014953
965,0.014953
966,0.014953
967,0.014953
968,0.014953
969,0.014953
970,0.014953
971,0.014953
972,0.014953
973,0.014953
974,0.014953
975,0.014953
976,0.014953
977,0.014953
978,0.014953
979,0.014953
980,0.014953
981,0.014953
982,0.014953
983,0.014953
984,0.014953
985,0.012261
986,0.012261
987,0.012261
988,0.012261
989,0.012261
990,0.012261
991,0.012261
992,0.012261
993,0.012261
994,0.012261
995,0.012261
996,0.012261
997,0.012261
998,0.012261
999,0.012261
1000,0.012261
1001,0.012261
1002,0.012261
1003,0.012261
1004,0.012261
1005,0.012261
1006,0.012261
1007,0.012261
1008,0.012261
1009,0.011089
1010,0.011089
1011,0.011089
1012,0.011089
1013,0.011089
1014,0.011089
1015,0.011089
1016,0.011089
1017,0.011089
1018,0.011089
1019,0.011089
1020,0.011089
1021,0.011089
1022,0.011089
1023,0.011089
1024,0.011089
1025,0.011089
1026,0.011089
1027,0.011089
1028,0.011089
1029,0.011089
1030,0.011089
1031,0.011089
1032,0.011089
1033,0.010392
1034,0.010392
1035,0.010392
1036,0.010392
1037,0.010392
1038,0.010392
1039,0.010392
1040,0.010392
1041,0.010392
1042,0.010392
1043,0.010392
1044,0.010392
1045,0.010392
1046,0.010392
1047,0.010392
1048,0.010392
1049,0.010392
1050,0.010392
1051,0.010392
1052,0.010392
1053,0.010392
1054,0.010392
1055,0.010392
1056,0.010392
1057,0.006882
1058,0.006882
1059,0.006882
1060,0.006882
1061,0.006882
1062,0.006882
1063,0.006882
1064,0.006882
1065,0.006882
1066,0.006882
1067,0.006882
1068,0.006882
1069,0.006882
1070,0.006882
1071,0.006882
1072,0.006882
1073,0.006882
1074,0.006882
1075,0.006882
1076,0.006882
1077,0.006882
1078,0.006882
1079,0.006882
1080,0.006882
1081,0.008975
1082,0.008975
1083,0.008975
1084,0.008975
1085,0.008975
1086,0.008975
1087,0.008975
1088,0.008975
1089,0.008975
1090,0.008975
1091,0.008975
1092,0.008975
1093,0.008975
1094,0.008975
1095,0.008975
1096,0.008975
1097,0.008975
1098,0.008975
1099,0.008975
1100,0.008975
1101,0.008975
1102,0.008975
1103,0.008975
1104,0.008975
1105,0.009828
1106,0.009828
1107,0.009828
1108,0.009828
1109,0.009828
1110,0.009828
1111,0.009828
1112,0.009828
1113,0.009828
1114,0.009828
1115,0.009828
1116,0.009828
1117,0.009828
1118,0.009828
1119,0.009828
1120,0.009828
1121,0.009828
1122,0.009828
1123,0.009828
1124,0.009828
1125,0.009828
1126,0.009828
1127,0.009828
1128,0.009828
1129,0.016717
1130,0.016717
1131,0.016717
1132,0.016717
1133,0.016717
1134,0.016717
1135,0.016717
1136,0.016717
1137,0.016717
1138,0.016717
1139,0.016717
1140,0.016717
1141,0.016717
1142,0.016717
1143,0.016717
1144,0.016717
1145,0.016717
1146,0.016717
1147,0.016717
1148,0.016717
1149,0.016717
1150,0.016717
1151,0.016717
1152,0.016717
1153,0.013023
1154,0.013023
1155,0.013023
1156,0.013023
1157,0.013023
1158,0.013023
1159,0.013023
1160,0.013023
1161,0.013023
1162,0.013023
1163,0.013023
1164,0.013023
1165,0.013023
1166,0.013023
1167,0.013023
1168,0.013023
1169,0.013023
1170,0.013023
1171,0.013023
1172,0.013023
1173,0.013023
1174,0.013023
1175,0.013023
1176,0.013023
1177,0.00623
1178,0.00623
1179,0.00623
1180,0.00623
1181,0.00623
1182,0.00623
1183,0.00623
1184,0.00623
1185,0.00623
1186,0.00623
1187,0.00623
1188,0.00623
1189,0.00623
1190,0.00623
1191,0.00623
1192,0.00623
1193,0.00623
1194,0.00623
1195,0.00623
1196,0.00623
1197,0.00623
1198,0.00623
1199,0.00623
1200,0.00623
1201,0.012934
1202,0.012934
1203,0.012934
1204,0.012934
1205,0.012934
1206,0.012934
1207,0.012934
1208,0.012934
1209,0.012934
1210,0.012934
1211,0.012934
1212,0.012934
1213,0.012934
1214,0.012934
1215,0.012934
1216,0.012934
1217,0.012934
1218,0.012934
1219,0.012934
1220,0.012934
1221,0.012934
1222,0.012934
1223,0.012934
1224,0.012934
1225,0.010091
1226,0.010091
1227,0.010091
1228,0.010091
1229,0.010091
1230,0.010091
1231,0.010091
1232,0.010091
1233,0.010091
1234,0.010091
1235,0.010091
1236,0.010091
1237,0.010091
1238,0.010091
1239,0.010091
1240,0.010091
1241,0.010091
1242,0.010091
1243,0.010091
1244,0.010091
1245,0.010091
1246,0.010091
1247,0.010091
1248,0.010091
1249,0.009111
1250,0.009111
1251,0.009111
1252,0.009111
1253,0.009111
1254,0.009111
1255,0.009111
1256,0.009111
1257,0.009111
1258,0.009111
1259,0.009111
1260,0.009111
1261,0.009111
1262,0.009111
1263,0.009111
1264,0.009111
1265,0.009111
1266,0.009111
1267,0.009111
1268,0.009111
1269,0.009111
1270,0.009111
1271,0.009111
1272,0.009111
1273,0.014304
1274,0.014304
1275,0.014304
1276,0.014304
1277,0.014304
1278,0.014304
1279,0.014304
1280,0.014304
1281,0.014304
1282,0.014304
1283,0.014304
1284,0.014304
1285,0.014304
1286,0.014304
1287,0.014304
1288,0.014304
1289,0.014304
1290,0.014304
1291,0.014304
1292,0.014304
1293,0.014304
1294,0.014304
1295,0.014304
1296,0.014304
1297,0.016565
1298,0.016565
1299,0.016565
1300,0.016565
1301,0.016565
1302,0.016565
1303,0.016565
1304,0.016565
1305,0.016565
1306,0.016565
1307,0.016565
1308,0.016565
1309,0.016565
1310,0.016565
1311,0.016565
1312,0.016565
1313,0.016565
1314,0.016565
1315,0.016565
1316,0.016565
1317,0.016565
1318,0.016565
1319,0.016565
1320,0.016565
1321,0.015997
1322,0.015997
1323,0.015997
1324,0.015997
1325,0.015997
1326,0.015997
1327,0.015997
1328,0.015997
1329,0.015997
1330,0.015997
1331,0.015997
1332,0.015997
1333,0.015997
1334,0.015997
1335,0.015997
1336,0.015997
1337,0.015997
1338,0.015997
1339,0.015997
1340,0.015997
1341,0.015997
1342,0.015997
1343,0.015997
1344,0.015997
1345,0.008608
1346,0.008608
1347,0.008608
1348,0.008608
1349,0.008608
1350,0.008608
1351,0.008608
1352,0.008608
1353,0.008608
1354,0.008608
1355,0.008608
1356,0.008608
1357,0.008608
1358,0.008608
1359,0.008608
1360,0.008608
1361,0.008608
1362,0.008608
1363,0.008608
1364,0.008608
1365,0.008608
1366,0.008608
1367,0.008608
1368,0.008608
1369,0.010363
1370,0.010363
1371,0.010363
1372,0.010363
1373,0.010363
1374,0.010363
1375,0.010363
1376,0.010363
1377,0.010363
1378,0.010363
1379,0.010363
1380,0.010363
1381,0.010363
1382,0.010363
1383,0.010363
1384,0.010363
1385,0.010363
1386,0.010363
1387,0.010363
1388,0.010363
1389,0.010363
1390,0.010363
1391,0.010363
1392,0.010363
1393,0.012966
1394,0.012966
1395,0.012966
1396,0.012966
1397,0.012966
1398,0.012966
1399,0.012966
1400,0.012966
1401,0.012966
1402,0.012966
1403,0.012966
1404,0.012966
1405,0.012966
1406,0.012966
1407,0.012966
1408,0.012966
1409,0.012966
1410,0.012966
1411,0.012966
1412,0.012966
1413,0.012966
1414,0.012966
1415,0.012966
1416,0.012966
1417,0.023209
1418,0.023209
1419,0.023209
1420,0.023209
1421,0.023209
1422,0.023209
1423,0.023209
1424,0.023209
1425,0.023209
1426,0.023209
1427,0.023209
1428,0.023209
1429,0.023209
1430,0.023209
1431,0.023209
1432,0.023209
1433,0.023209
1434,0.023209
1435,0.023209
1436,0.023209
1437,0.023209
1438,0.023209
1439,0.023209
1440,0.023209
1441,0.013949
1442,0.013949
1443,0.013949
1444,0.013949
1445,0.013949
1446,0.013949
1447,0.013949
1448,0.013949
1449,0.013949
1450,0.013949
1451,0.013949
1452,0.013949
1453,0.013949
1454,0.013949
1455,0.013949
1456,0.013949
1457,0.013949
1458,0.013949
1459,0.013949
1460,0.013949
1461,0.013949
1462,0.013949
1463,0.013949
1464,0.013949
1465,0.015458
1466,0.015458
1467,0.015458
1468,0.015458
1469,0.015458
1470,0.015458
1471,0.015458
1472,0.015458
1473,0.015458
1474,0.015458
1475,0.015458
1476,0.015458
1477,0.015458
1478,0.015458
1479,0.015458
1480,0.015458
1481,0.015458
1482,0.015458
1483,0.015458
1484,0.015458
1485,0.015458
1486,0.015458
1487,0.015458
1488,0.015458
1489,0.0112
1490,0.0112
1491,0.0112
1492,0.0112
1493,0.0112
1494,0.0112
1495,0.0112
1496,0.0112
1497,0.0112
1498,0.0112
1499,0.0112
1500,0.0112
1501,0.0112
1502,0.0112
1503,0.0112
1504,0.0112
1505,0.0112
1506,0.0112
1507,0.0112
1508,0.0112
1509,0.0112
1510,0.0112
1511,0.0112
1512,0.0112
1513,0.010853
1514,0.010853
1515,0.010853
1516,0.010853
1517,0.010853
1518,0.010853
1519,0.010853
1520,0.010853
1521,0.010853
1522,0.010853
1523,0.010853
1524,0.010853
1525,0.010853
1526,0.010853
1527,0.010853
1528,0.010853
1529,0.010853
1530,0.010853
1531,0.010853
1532,0.010853
1533,0.010853
1534,0.010853
1535,0.010853
1536,0.010853
1537,0.021922
1538,0.021922
1539,0.021922
1540,0.021922
1541,0.021922
1542,0.021922
1543,0.021922
1544,0.021922
1545,0.021922
1546,0.021922
1547,0.021922
1548,0.021922
1549,0.021922
1550,0.021922
1551,0.021922
1552,0.021922
1553,0.021922
1554,0.021922
1555,0.021922
1556,0.021922
1557,0.021922
1558,0.021922
1559,0.021922
1560,0.021922
1561,0.026517
1562,0.026517
1563,0.026517
1564,0.026517
1565,0.026517
1566,0.026517
1567,0.026517
1568,0.026517
1569,0.026517
1570,0.026517
1571,0.026517
1572,0.026517
1573,0.026517
1574,0.026517
1575,0.026517
1576,0.026517
1577,0.026517
1578,0.026517
1579,0.026517
1580,0.026517
1581,0.026517
1582,0.026517
1583,0.026517
1584,0.026517
1585,0.016085
1586,0.016085
1587,0.016085
1588,0.016085
1589,0.016085
1590,0.016085
1591,0.016085
1592,0.016085
1593,0.016085
1594,0.016085
1595,0.016085
1596,0.016085
1597,0.016085
1598,0.016085
1599,0.016085
1600,0.016085
1601,0.016085
1602,0.016085
1603,0.016085
1604,0.016085
1605,0.016085
1606,0.016085
1607,0.016085
1608,0.016085
1609,0.023437
1610,0.023437
1611,0.023437
1612,0.023437
1613,0.023437
1614,0.023437
1615,0.023437
1616,0.023437
1617,0.023437
1618,0.023437
1619,0.023437
1620,0.023437
1621,0.023437
1622,0.023437
1623,0.023437
1624,0.023437
1625,0.023437
1626,0.023437
1627,0.023437
1628,0.023437
1629,0.023437
1630,0.023437
1631,0.023437
1632,0.023437
1633,0.018721
1634,0.018721
1635,0.018721
1636,0.018721
1637,0.018721
1638,0.018721
1639,0.018721
1640,0.018721
1641,0.018721
1642,0.018721
1643,0.018721
1644,0.018721
1645,0.018721
1646,0.018721
1647,0.018721
1648,0.018721
1649,0.018721
1650,0.018721
1651,0.018721
1652,0.018721
1653,0.018721
1654,0.018721
1655,0.018721
1656,0.018721
1657,0.013162
1658,0.013162
1659,0.013162
1660,0.013162
1661,0.013162
1662,0.013162
1663,0.013162
1664,0.013162
1665,0.013162
1666,0.013162
1667,0.013162
1668,0.013162
1669,0.013162
1670,0.013162
1671,0.013162
1672,0.013162
1673,0.013162
1674,0.013162
1675,0.013162
1676,0.013162
1677,0.013162
1678,0.013162
1679,0.013162
1680,0.013162
1681,0.01872
1682,0.01872
1683,0.01872
1684,0.01872
1685,0.01872
1686,0.01872
1687,0.01872
1688,0.01872
1689,0.01872
1690,0.01872
1691,0.01872
1692,0.01872
1693,0.01872
1694,0.01872
1695,0.01872
1696,0.01872
1697,0.01872
1698,0.01872
1699,0.01872
1700,0.01872
1701,0.01872
1702,0.01872
1703,0.01872
1704,0.01872
1705,0.028259
1706,0.028259
1707,0.028259
1708,0.028259
1709,0.028259
1710,0.028259
1711,0.028259
1712,0.028259
1713,0.028259
1714,0.028259
1715,0.028259
1716,0.028259
1717,0.028259
1718,0.028259
1719,0.028259
1720,0.028259
1721,0.028259
1722,0.028259
1723,0.028259
1724,0.028259
1725,0.028259
1726,0.028259
1727,0.028259
1728,0.028259
1729,0.01629
1730,0.01629
1731,0.01629
1732,0.01629
1733,0.01629
1734,0.01629
1735,0.01629
1736,0.01629
1737,0.01629
1738,0.01629
1739,0.01629
1740,0.01629
1741,0.01629
1742,0.01629
1743,0.01629
1744,0.01629
1745,0.01629
1746,0.01629
1747,0.01629
1748,0.01629
1749,0.01629
1750,0.01629
1751,0.01629
1752,0.01629
1753,0.028523
1754,0.028523
1755,0.028523
1756,0.028523
1757,0.028523
1758,0.028523
1759,0.028523
1760,0.028523
1761,0.028523
1762,0.028523
1763,0.028523
1764,0.028523
1765,0.028523
1766,0.028523
1767,0.028523
1768,0.028523
1769,0.028523
1770,0.028523
1771,0.028523
1772,0.028523
1773,0.028523
1774,0.028523
1775,0.028523
1776,0.028523
1777,0.006594
1778,0.006594
1779,0.006594
1780,0.006594
1781,0.006594
1782,0.006594
1783,0.006594
1784,0.006594
1785,0.006594
1786,0.006594
1787,0.006594
1788,0.006594
1789,0.006594
1790,0.006594
1791,0.006594
1792,0.006594
1793,0.006594
1794,0.006594
1795,0.006594
1796,0.006594
1797,0.006594
1798,0.006594
1799,0.006594
1800,0.006594
1801,0.021994
1802,0.021994
1803,0.021994
1804,0.021994
1805,0.021994
1806,0.021994
1807,0.021994
1808,0.021994
1809,0.021994
1810,0.021994
1811,0.021994
1812,0.021994
1813,0.021994
1814,0.021994
1815,0.021994
1816,0.021994
1817,0.021994
1818,0.021994
1819,0.021994
1820,0.021994
1821,0.021994
1822,0.021994
1823,0.021994
1824,0.021994
1825,0.017006
1826,0.017006
1827,0.017006
1828,0.017006
1829,0.017006
1830,0.017006
1831,0.017006
1832,0.017006
1833,0.017006
1834,0.017006
1835,0.017006
1836,0.017006
1837,0.017006
1838,0.017006
1839,0.017006
1840,0.017006
1841,0.017006
1842,0.017006
1843,0.017006
1844,0.017006
1845,0.017006
1846,0.017006
1847,0.017006
1848,0.017006
1849,0.014857
1850,0.014857
1851,0.014857
1852,0.014857
1853,0.014857
1854,0.014857
1855,0.014857
1856,0.014857
1857,0.014857
1858,0.014857
1859,0.014857
1860,0.014857
1861,0.014857
1862,0.014857
1863,0.014857
1864,0.014857
1865,0.014857
1866,0.014857
1867,0.014857
1868,0.014857
1869,0.014857
1870,0.014857
1871,0.014857
