Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--nh3_production,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--nh3_edge--commodity,edges--nh3_edge--unidirectional,edges--nh3_edge--has_capacity,edges--nh3_edge--end_vertex,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSAmmonia,BR_MT_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MT,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_MS_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MS,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_MG_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MG,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PA_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PA,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PB_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PB,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PR_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PR,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PE_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PE,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PI_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PI,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_RJ_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RJ,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_RN_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RN,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_RS_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RS,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_RO_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RO,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_RR_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RR,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_SC_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_SC,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_SP_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_SP,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_SE_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_SE,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_TO_BECCS_Ammonia_large,Biomass,TRUE,2.26,1.298,1.55,0.252,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_TO,425.83,30751390,1230064.03,209.92,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
