Type,id,location,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--can_retire,edges--elec_edge--unidirectional,edges--elec_edge--commodity,edges--elec_edge--can_expand,edges--elec_edge--uc,edges--elec_edge--has_capacity,edges--fuel_edge--unidirectional,edges--fuel_edge--commodity,edges--fuel_edge--has_capacity,edges--co2_edge--end_vertex,edges--co2_edge--unidirectional,edges--co2_edge--commodity,edges--co2_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--elec_edge--integer_decisions,edges--elec_edge--min_down_time,edges--elec_edge--lifetime,edges--elec_edge--wacc,edges--elec_edge--capital_recovery_period,edges--elec_edge--fixed_om_cost,edges--elec_edge--existing_capacity,edges--elec_edge--min_up_time,edges--elec_edge--capacity_size,edges--elec_edge--ramp_down_fraction,edges--elec_edge--end_vertex,edges--elec_edge--variable_om_cost,edges--elec_edge--investment_cost,edges--elec_edge--ramp_up_fraction,edges--elec_edge--min_flow_fraction,edges--elec_edge--startup_cost,edges--elec_edge--startup_fuel_consumption,edges--fuel_edge--start_vertex,transforms--fuel_consumption,transforms--emission_rate,Note
ThermalPower,BR_GO_Simple_Cycle,BR_GO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_GO,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MA_Simple_Cycle,BR_MA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_MA,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MA_Simple_Cycle_Existing,BR_MA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,0,1,178,0.4403,elec_BR_MA,5,0,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MG_Simple_Cycle,BR_MG,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_MG,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MG_Simple_Cycle_Existing,BR_MG,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,0,1,87,0.4403,elec_BR_MG,5,0,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MS_Simple_Cycle,BR_MS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_MS,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MS_Simple_Cycle_Existing,BR_MS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,0,1,177,0.4403,elec_BR_MS,5,0,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_MT_Simple_Cycle,BR_MT,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_MT,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_PA_Simple_Cycle,BR_PA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_PA,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_PB_Simple_Cycle,BR_PB,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_PB,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_PE_Simple_Cycle,BR_PE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_PE,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_PI_Simple_Cycle,BR_PI,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_PI,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_PR_Simple_Cycle,BR_PR,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_PR,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_RJ_Simple_Cycle,BR_RJ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_RJ,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_RJ_Simple_Cycle_Existing,BR_RJ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,0,1,1283,0.4403,elec_BR_RJ,5,0,0.4403,0,52,0.5861,natgas_LNG_BR,2.607,0.1813,
ThermalPower,BR_RN_Simple_Cycle,BR_RN,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_RN,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_RO_Simple_Cycle,BR_RO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_RO,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_RR_Simple_Cycle,BR_RR,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_RR,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_RS_Simple_Cycle,BR_RS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_RS,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_SC_Simple_Cycle,BR_SC,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_SC,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_SE_Simple_Cycle,BR_SE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_SE,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_SP_Simple_Cycle,BR_SP,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_SP,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_TO_Simple_Cycle,BR_TO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_BR_TO,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
