Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_GO_Wind_Onshore_Class3,BR_GO,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,115886.119,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_GO_Wind_Onshore_Class3,elec_BR_GO,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MA_Wind_Onshore_Class0,BR_MA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,147732.835,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_MA_Wind_Onshore_Class0,elec_BR_MA,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MA_Wind_Onshore_Class1,BR_MA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,112982.831,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_MA_Wind_Onshore_Class1,elec_BR_MA,426,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MA_Wind_Onshore_Class3,BR_MA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,172707.531,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_MA_Wind_Onshore_Class3,elec_BR_MA,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MG_Wind_Onshore_Class0,BR_MG,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,258817.792,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_MG_Wind_Onshore_Class0,elec_BR_MG,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MG_Wind_Onshore_Class1,BR_MG,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,191684.635,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_MG_Wind_Onshore_Class1,elec_BR_MG,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MG_Wind_Onshore_Class3,BR_MG,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,102042.942,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_MG_Wind_Onshore_Class3,elec_BR_MG,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MS_Wind_Onshore_Class0,BR_MS,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,204408.173,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class0,elec_BR_MS,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MS_Wind_Onshore_Class1,BR_MS,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,463998.806,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class1,elec_BR_MS,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MS_Wind_Onshore_Class2,BR_MS,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,78736.573,21072.8,0,1072796.93,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class2,elec_BR_MS,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MS_Wind_Onshore_Class3,BR_MS,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,15123.653,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class3,elec_BR_MS,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MT_Wind_Onshore_Class0,BR_MT,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,182856.816,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class0,elec_BR_MT,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MT_Wind_Onshore_Class1,BR_MT,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,286805.194,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class1,elec_BR_MT,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MT_Wind_Onshore_Class2,BR_MT,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,236639.982,21072.8,0,1072796.93,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class2,elec_BR_MT,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_MT_Wind_Onshore_Class3,BR_MT,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,412532.169,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class3,elec_BR_MT,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PA_Wind_Onshore_Class0,BR_PA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,15648.663,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class0,elec_BR_PA,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PA_Wind_Onshore_Class1,BR_PA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,39976.656,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class1,elec_BR_PA,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PA_Wind_Onshore_Class2,BR_PA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,140206.032,21072.8,0,1072796.93,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class2,elec_BR_PA,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PA_Wind_Onshore_Class3,BR_PA,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,132374.765,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class3,elec_BR_PA,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PB_Wind_Onshore_Class0,BR_PB,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,37133.662,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_PB_Wind_Onshore_Class0,elec_BR_PB,521.75,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PB_Wind_Onshore_Class1,BR_PB,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,82024.462,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_PB_Wind_Onshore_Class1,elec_BR_PB,689.46,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PB_Wind_Onshore_Class3,BR_PB,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2492,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_PB_Wind_Onshore_Class3,elec_BR_PB,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PE_Wind_Onshore_Class0,BR_PE,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,132238.314,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_PE_Wind_Onshore_Class0,elec_BR_PE,609.7,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PE_Wind_Onshore_Class1,BR_PE,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,63562.792,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_PE_Wind_Onshore_Class1,elec_BR_PE,730.915,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PI_Wind_Onshore_Class0,BR_PI,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,411251.409,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_PI_Wind_Onshore_Class0,elec_BR_PI,4159.25,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PI_Wind_Onshore_Class1,BR_PI,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,133564.824,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_PI_Wind_Onshore_Class1,elec_BR_PI,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PI_Wind_Onshore_Class3,BR_PI,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,78278.616,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_PI_Wind_Onshore_Class3,elec_BR_PI,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PR_Wind_Onshore_Class0,BR_PR,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,121351.745,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_PR_Wind_Onshore_Class0,elec_BR_PR,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PR_Wind_Onshore_Class1,BR_PR,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,24080.637,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_PR_Wind_Onshore_Class1,elec_BR_PR,66,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_PR_Wind_Onshore_Class3,BR_PR,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2138.884,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_PR_Wind_Onshore_Class3,elec_BR_PR,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RJ_Wind_Onshore_Class0,BR_RJ,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,1076.519,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_RJ_Wind_Onshore_Class0,elec_BR_RJ,28.05,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RJ_Wind_Onshore_Class1,BR_RJ,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,1114.031,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_RJ_Wind_Onshore_Class1,elec_BR_RJ,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RN_Wind_Onshore_Class0,BR_RN,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12488.484,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_RN_Wind_Onshore_Class0,elec_BR_RN,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RN_Wind_Onshore_Class1,BR_RN,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,96734.01,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_RN_Wind_Onshore_Class1,elec_BR_RN,10775.045,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RO_Wind_Onshore_Class0,BR_RO,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,36512.378,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_RO_Wind_Onshore_Class0,elec_BR_RO,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RO_Wind_Onshore_Class2,BR_RO,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,19313,21072.8,0,1072796.93,system/availability_wind_onshore.csv,BR_RO_Wind_Onshore_Class2,elec_BR_RO,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RO_Wind_Onshore_Class3,BR_RO,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,149492.374,21072.8,0,1187739.46,system/availability_wind_onshore.csv,BR_RO_Wind_Onshore_Class3,elec_BR_RO,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RR_Wind_Onshore_Class2,BR_RR,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,25810,21072.8,0,1072796.93,system/availability_wind_onshore.csv,BR_RR_Wind_Onshore_Class2,elec_BR_RR,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RS_Wind_Onshore_Class0,BR_RS,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,389072.1,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_RS_Wind_Onshore_Class0,elec_BR_RS,3089.98,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_RS_Wind_Onshore_Class1,BR_RS,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,99324,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_RS_Wind_Onshore_Class1,elec_BR_RS,1313.8,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_SC_Wind_Onshore_Class1,BR_SC,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,6224.482,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_SC_Wind_Onshore_Class1,elec_BR_SC,178.599,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_SE_Wind_Onshore_Class1,BR_SE,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,39754.316,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_SE_Wind_Onshore_Class1,elec_BR_SE,34.5,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_SP_Wind_Onshore_Class0,BR_SP,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,160730.998,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_SP_Wind_Onshore_Class0,elec_BR_SP,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_SP_Wind_Onshore_Class1,BR_SP,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,34284.696,21072.8,0,957854.41,system/availability_wind_onshore.csv,BR_SP_Wind_Onshore_Class1,elec_BR_SP,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_TO_Wind_Onshore_Class0,BR_TO,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,52462.332,21072.8,0,823754.79,system/availability_wind_onshore.csv,BR_TO_Wind_Onshore_Class0,elec_BR_TO,0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
